City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ossora,RU,59.2353,163.0719,55.56,77,35,2.8,scattered clouds
348,Tura,IN,25.5198,90.2201,73.74,97,100,4.5,overcast clouds
349,Veraval,IN,20.9,70.3667,83.5,81,97,10.27,overcast clouds
350,Naliya,IN,23.2667,68.8333,83.68,80,100,11.61,moderate rain
351,Arona,ES,28.0996,-16.681,65.98,79,100,18.41,overcast clouds
352,Bitam,GA,2.076,11.5007,68.22,98,100,2.33,light rain
353,Esperance,AU,-33.8667,121.9,55.31,58,0,17.6,clear sky
354,Tlacotepec,MX,20.0667,-97.8667,72.79,73,60,7.29,broken clouds
355,Dingle,PH,10.9995,122.6711,77.63,87,100,0.65,moderate rain
356,Deputatskiy,RU,69.3,139.9,34.18,62,36,2.37,scattered clouds
357,Pangody,RU,65.85,74.4859,53.65,59,100,10.87,overcast clouds
358,Yangambi,CD,0.8102,24.4336,69.98,95,15,0.81,few clouds
359,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,11.5,scattered clouds
360,Olafsvik,IS,64.8945,-23.7142,43.23,81,100,13.09,overcast clouds
361,Saint-Georges,GD,12.0564,-61.7485,83.88,79,40,18.41,scattered clouds
362,Sivas,TR,39.7916,37.0019,49.14,89,14,3.44,few clouds
363,Aasiaat,GL,68.7098,-52.8699,37.15,95,100,6.46,light rain
364,Claveria,PH,18.6074,121.0832,79.21,88,100,11.3,overcast clouds
365,Isangel,VU,-19.55,169.2667,66.31,100,40,2.3,scattered clouds
366,Yarkovo,RU,57.4028,67.0786,47.88,93,100,9.33,overcast clouds
367,Puerto Carreno,CO,6.189,-67.4859,84.18,65,20,2.3,few clouds
368,Bose,IT,45.4612,8.0137,72.99,88,30,7.25,scattered clouds
369,Fort-Shevchenko,KZ,44.5086,50.263,83.88,46,83,14.58,broken clouds
370,Saint-Augustin,CA,51.226,-58.6502,59.36,60,100,11.16,overcast clouds
371,Kaseda,JP,31.4167,130.3167,76.78,91,93,5.3,overcast clouds
372,Bilma,NE,18.6853,12.9164,95.27,13,69,9.04,broken clouds
373,Yumen,CN,40.2833,97.2,71.69,37,57,7.38,broken clouds
374,Ubinskoye,RU,55.3068,79.6802,57.27,95,38,6.44,scattered clouds
375,Yazd,IR,31.8972,54.3675,87.91,7,0,6.91,clear sky
376,Rio Gallegos,AR,-51.6226,-69.2181,51.85,58,0,12.66,clear sky
377,Feldbach,AT,46.9531,15.8883,72.01,82,48,0.54,scattered clouds
378,Rio Grande,BR,-32.035,-52.0986,50.11,73,100,7.27,light rain
379,Zhangzhou,CN,24.5133,117.6556,78.73,96,100,0.83,overcast clouds
380,Palana,RU,59.1167,159.9667,51.8,67,20,6.13,few clouds
381,Macas,EC,-2.3167,-78.1167,74.95,64,75,3.44,broken clouds
382,Nassau,US,40.7507,-73.5829,89.19,56,81,8.01,broken clouds
383,Milas,TR,37.3164,27.7839,76.35,41,0,5.75,clear sky
384,College,US,64.8569,-147.8028,79.59,38,0,6.91,clear sky
385,Mecca,SA,21.4267,39.8261,89.83,25,8,5.99,clear sky
386,Itacoatiara,BR,-3.1431,-58.4442,83.14,68,95,0.65,overcast clouds
387,Lethem,GY,3.3803,-59.7968,81.55,78,100,2.68,overcast clouds
388,Le Mars,US,42.7942,-96.1656,80.37,39,2,15.99,clear sky
389,Emba,KZ,48.8264,58.1442,66.31,45,0,8.75,clear sky
390,Richards Bay,ZA,-28.783,32.0377,59.88,81,1,4.61,clear sky
391,Walvis Bay,NA,-22.9575,14.5053,79.75,21,0,18.41,clear sky
392,Cabra,ES,37.4725,-4.4421,66.4,29,0,6.6,clear sky
393,Gourcy,BF,13.2167,-2.35,88.21,43,100,12.26,light rain
394,Quatre Cocos,MU,-20.2078,57.7625,66.31,63,0,10.8,clear sky
395,Panacan,PH,9.2463,118.4082,80.28,82,87,3.91,moderate rain
396,Floresti,MD,47.8933,28.3014,63.48,89,16,4.7,few clouds
397,Canutama,BR,-6.5339,-64.3831,88.07,53,73,1.86,broken clouds
398,Alofi,NU,-19.0595,-169.9187,76.89,88,38,8.05,scattered clouds
399,Shimoda,JP,34.6667,138.95,80.1,92,53,14.23,broken clouds
400,Omsukchan,RU,62.5333,155.8,66.34,56,19,7.74,few clouds
401,Mbeya,TZ,-8.9,33.45,51.78,89,86,7.34,overcast clouds
402,Bambanglipuro,ID,-7.95,110.2833,76.12,89,89,8.81,overcast clouds
403,Bukachacha,RU,52.9833,116.9167,55.9,94,53,1.28,broken clouds
404,Belmonte,BR,-15.8631,-38.8828,74.25,77,82,14.7,broken clouds
405,Ixtapa,MX,20.7,-105.2,83.23,70,100,3.0,overcast clouds
406,Lavrentiya,RU,65.5833,-171.0,42.75,99,100,6.73,light rain
407,Partapur,IN,23.6,74.1667,82.81,69,23,14.25,few clouds
408,Lazaro Cardenas,MX,17.9583,-102.2,85.42,63,92,11.61,overcast clouds
409,Thompson,CA,55.7435,-97.8558,73.56,31,40,9.22,smoke
410,Mandalgovi,MN,45.7625,106.2708,54.36,88,100,11.12,heavy intensity rain
411,Turukhansk,RU,65.8167,87.9833,60.04,82,96,8.21,overcast clouds
412,Portage,US,41.1667,-81.1998,82.87,58,75,9.22,broken clouds
413,Rassvet,RU,46.8333,40.75,69.55,83,100,7.43,overcast clouds
414,Fort Pierce,US,27.4467,-80.3256,88.05,81,40,8.05,scattered clouds
415,Borogontsy,RU,62.6683,131.1683,67.51,72,99,7.36,overcast clouds
416,Broken Hill,AU,-31.95,141.4333,42.93,92,0,9.64,clear sky
417,Sitka,US,57.0531,-135.33,67.86,65,67,6.78,broken clouds
418,Mehriz,IR,31.5917,54.4318,84.7,8,0,3.62,clear sky
419,Krizevci,HR,46.0219,16.5425,72.99,75,5,4.0,clear sky
420,Sinjar,IQ,36.3209,41.8754,80.13,22,0,8.75,clear sky
421,Drovyanaya,RU,51.5833,113.0333,55.18,70,64,3.69,broken clouds
422,Sisimiut,GL,66.9395,-53.6735,39.24,95,100,1.12,light rain
423,Nantucket,US,41.2835,-70.0995,75.15,85,20,8.05,few clouds
424,Miles City,US,46.4083,-105.8406,74.48,24,0,4.25,clear sky
425,Bakel,SN,14.905,-12.4568,101.08,27,4,3.4,clear sky
426,Alenquer,BR,-1.9417,-54.7383,85.71,62,87,1.48,overcast clouds
427,Eganville,CA,45.5334,-77.0994,81.52,62,99,9.08,overcast clouds
428,Bathsheba,BB,13.2167,-59.5167,84.81,79,40,24.16,scattered clouds
429,Elk City,US,35.412,-99.4043,79.48,36,0,13.8,clear sky
430,Glendive,US,47.1053,-104.7125,77.7,34,1,1.99,clear sky
431,Sovetskiy,RU,61.3614,63.5842,45.41,89,100,11.36,overcast clouds
432,Bahia Blanca,AR,-38.7196,-62.2724,48.49,58,60,10.8,broken clouds
433,San Patricio,US,28.017,-97.5169,99.32,37,44,17.76,scattered clouds
434,Fereydun Kenar,IR,36.6864,52.5225,80.82,74,0,2.3,clear sky
435,Ketchikan,US,55.3422,-131.6461,70.7,59,12,3.56,few clouds
436,Trairi,BR,-3.2778,-39.2689,79.2,79,64,9.6,broken clouds
437,Kutum,SD,14.2,24.6667,81.21,33,93,8.28,overcast clouds
438,Nouadhibou,MR,20.931,-17.0347,71.58,73,0,16.11,sand
439,Moussoro,TD,13.6408,16.4901,91.69,37,78,8.7,broken clouds
440,Maldonado,UY,-34.6667,-54.9167,47.59,71,100,6.24,overcast clouds
441,Port Shepstone,ZA,-30.7414,30.455,58.86,65,0,5.12,clear sky
442,Half Moon Bay,US,37.4636,-122.4286,87.04,64,20,8.05,few clouds
443,Kuala Terengganu,MY,5.3302,103.1408,76.95,94,20,5.01,few clouds
444,Valentin Gomez Farias,MX,28.2167,-106.5833,85.86,19,38,19.51,scattered clouds
445,Maningrida,AU,-12.0667,134.2667,69.17,80,52,10.13,broken clouds
446,Novobiryusinskiy,RU,56.9578,97.7076,61.77,98,11,4.63,light rain
447,Horsham,GB,51.064,-0.3272,62.02,67,0,5.75,clear sky
448,Camacha,PT,33.0833,-16.3333,63.82,68,40,13.8,scattered clouds
449,Togur,RU,58.3631,82.8265,57.11,97,18,6.02,few clouds
450,Excelsior Springs,US,39.3392,-94.2261,77.97,35,0,14.97,clear sky
451,Dom Pedrito,BR,-30.9828,-54.6731,49.95,76,100,6.87,light rain
452,Assiniboia,CA,49.6334,-105.9845,75.02,25,4,9.22,clear sky
453,Kushima,JP,31.4583,131.2333,75.83,93,60,1.5,broken clouds
454,Parakai,NZ,-36.65,174.4333,57.15,84,6,4.83,clear sky
455,Ihosy,MG,-22.4,46.1167,58.08,91,44,8.99,scattered clouds
456,Erzin,TR,36.9559,36.2,71.37,76,23,5.12,few clouds
457,Avera,US,33.194,-82.5271,96.55,22,62,7.92,broken clouds
458,Tuni,IN,17.35,82.55,79.99,83,65,4.5,broken clouds
459,Chulym,RU,55.0997,80.9572,58.57,93,27,7.0,scattered clouds
460,Sao Filipe,CV,14.8961,-24.4956,74.79,79,25,10.56,scattered clouds
461,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,73,75,11.5,broken clouds
462,Mezen,RU,65.8522,44.24,41.36,88,96,11.23,overcast clouds
463,Beringovskiy,RU,63.05,179.3167,43.99,93,100,3.27,overcast clouds
464,Mahajanga,MG,-15.7167,46.3167,73.42,60,40,4.61,scattered clouds
465,Lodja,CD,-3.4833,23.4333,73.76,50,30,2.28,scattered clouds
466,Kabala,SL,9.5833,-11.55,72.73,92,57,4.38,light rain
467,Oktyabrskiy,RU,54.4815,53.471,50.38,89,35,3.53,scattered clouds
468,Turkmenabat,TM,39.0733,63.5786,91.38,19,0,9.22,clear sky
469,Salinopolis,BR,-0.6136,-47.3561,79.92,78,67,7.25,broken clouds
470,Chimbote,PE,-9.0853,-78.5783,67.12,73,83,9.71,broken clouds
471,West Plains,US,36.7281,-91.8524,81.91,70,43,5.01,scattered clouds
472,Jumla,NP,29.2747,82.1838,63.68,92,100,0.09,overcast clouds
473,Budelsdorf,DE,54.3167,9.6833,66.09,48,100,4.61,overcast clouds
474,Shubarkuduk,KZ,49.1447,56.4872,65.88,51,0,7.02,clear sky
475,Elat,IL,29.5581,34.9482,87.64,25,0,16.11,clear sky
476,Wairoa,NZ,-39.0333,177.3667,48.69,82,2,2.44,clear sky
477,Ngunguru,NZ,-35.6167,174.5,52.65,81,9,6.29,clear sky
478,Anadyr,RU,64.75,177.4833,50.5,76,75,8.95,broken clouds
479,Vanimo,PG,-2.6741,141.3028,76.62,86,100,5.08,overcast clouds
480,Serta,PT,39.8085,-8.0988,58.95,75,0,11.68,clear sky
481,Xai-Xai,MZ,-25.0519,33.6442,65.79,80,35,9.86,light rain
482,Chikhli,IN,20.35,76.25,77.34,79,99,11.16,overcast clouds
483,Kyra,RU,49.5776,111.9753,54.01,82,46,5.61,scattered clouds
484,Swift Current,CA,50.2834,-107.8014,74.21,33,20,18.41,few clouds
485,Sortland,NO,68.6949,15.4162,58.96,80,11,4.7,few clouds
486,Thisted,DK,56.9552,8.6949,61.2,87,100,6.33,overcast clouds
487,Ziarat,PK,30.3823,67.7282,68.63,33,0,4.34,clear sky
488,Paamiut,GL,61.994,-49.6678,38.95,94,100,21.25,overcast clouds
489,Coihaique,CL,-45.5752,-72.0662,47.01,71,14,8.59,few clouds
490,Mlonggo,ID,-6.5333,110.7,76.69,87,100,8.32,overcast clouds
491,Roald,NO,62.5833,6.1333,64.33,94,75,0.0,broken clouds
492,Oksfjord,NO,70.2396,22.3479,64.0,65,13,9.26,few clouds
493,Guerrero Negro,MX,27.9769,-114.0611,91.6,38,1,8.59,clear sky
494,Sept-Iles,CA,50.2001,-66.3821,68.52,70,75,14.97,broken clouds
495,Katobu,ID,-4.9408,122.5276,73.44,95,80,4.29,broken clouds
496,Hambantota,LK,6.1241,81.1185,79.2,84,99,17.78,overcast clouds
497,Lompoc,US,34.6391,-120.4579,93.34,70,75,11.5,broken clouds
498,San Mateo Del Mar,MX,16.2,-95.0,87.31,63,62,20.45,broken clouds
499,Harper,LR,4.375,-7.7169,77.23,84,58,8.81,broken clouds
500,Saldanha,ZA,-33.0117,17.9442,51.85,61,0,8.23,clear sky
501,Mount Gambier,AU,-37.8333,140.7667,43.63,77,56,3.62,broken clouds
502,Merauke,ID,-8.4667,140.3333,78.04,88,100,13.38,overcast clouds
503,Mastic Beach,US,40.7668,-72.8521,85.15,70,94,3.0,overcast clouds
504,Mildura,AU,-34.2,142.15,37.08,92,0,9.19,clear sky
505,Taltal,CL,-25.4,-70.4833,62.76,64,100,3.56,overcast clouds
506,Ahipara,NZ,-35.1667,173.1667,54.77,77,15,3.71,few clouds
507,Fort Nelson,CA,58.8053,-122.7002,63.99,68,75,4.61,broken clouds
508,Whitehorse,CA,60.7161,-135.0538,74.17,30,40,2.3,scattered clouds
509,Russellville,US,35.2784,-93.1338,94.17,39,15,8.41,few clouds
510,Birao,CF,10.2849,22.7882,75.83,78,94,4.54,overcast clouds
511,Broome,US,42.2506,-75.833,86.7,60,93,8.99,overcast clouds
512,Savonlinna,FI,61.8699,28.88,66.25,82,0,1.14,clear sky
513,Uribia,CO,11.7139,-72.266,87.84,54,100,13.71,overcast clouds
514,Maarianhamina,AX,60.0973,19.9348,64.26,88,0,1.14,clear sky
515,Kayerkan,RU,69.3497,87.7602,56.44,82,100,5.19,light rain
516,Shumyachi,RU,53.8583,32.4242,66.97,86,9,4.36,clear sky
517,Nisia Floresta,BR,-6.0911,-35.2086,77.81,92,24,6.51,few clouds
518,Sao Pedro Do Sul,BR,-29.6206,-54.1789,50.5,85,100,8.57,light rain
519,Stornoway,GB,58.2093,-6.3865,55.36,90,75,2.3,broken clouds
520,Ararat,AM,39.8317,44.7049,64.74,61,6,5.5,clear sky
521,Chivilcoy,AR,-34.8957,-60.0167,48.29,63,100,5.1,overcast clouds
522,Charters Towers,AU,-20.1,146.2667,60.96,89,5,9.37,clear sky
523,Karema,TZ,-6.8205,30.4389,70.48,53,2,4.68,clear sky
524,Chara,RU,56.9064,118.2631,61.57,74,40,0.96,scattered clouds
525,Thunder Bay,CA,48.4001,-89.3168,60.78,67,75,28.77,broken clouds
526,Kopervik,NO,59.2835,5.3067,59.32,82,75,6.91,broken clouds
527,Byron Bay,AU,-28.65,153.6167,55.89,86,100,4.81,overcast clouds
528,Xinmin,CN,41.9908,122.8253,71.22,89,94,6.11,moderate rain
529,Najran,SA,17.4924,44.1277,84.2,13,67,2.46,broken clouds
530,Altay,CN,47.8667,88.1167,68.36,48,0,5.75,clear sky
531,Poso,ID,-1.3959,120.7524,76.28,87,97,4.47,overcast clouds
532,Lerwick,GB,60.1545,-1.1494,55.4,87,34,22.55,scattered clouds
533,Rancho Palos Verdes,US,33.7445,-118.387,95.07,74,20,14.97,few clouds
534,Bullhead City,US,35.1478,-114.5683,111.92,10,75,11.5,broken clouds
535,Port Hawkesbury,CA,45.6169,-61.3485,71.96,91,36,8.99,scattered clouds
536,Gizo,SB,-8.103,156.8419,81.66,78,85,9.55,overcast clouds
537,Atar,MR,20.5169,-13.0499,95.14,15,0,10.49,clear sky
538,Lakeway,US,30.3638,-97.9796,105.06,26,0,8.99,clear sky
539,Yuzhou,CN,34.1628,113.4639,78.06,79,99,5.35,overcast clouds
540,Masvingo,ZW,-20.0637,30.8277,52.36,85,95,9.22,overcast clouds
541,Zumpango,MX,19.7978,-99.1017,76.75,29,97,15.26,overcast clouds
542,Muriwai Beach,NZ,-36.8167,174.45,55.87,75,0,6.31,clear sky
543,Kandrian,PG,-6.2167,149.55,78.26,88,100,6.78,light rain
544,Griffith,US,41.5284,-87.4237,80.26,47,0,17.27,clear sky
545,Genhe,CN,50.7833,121.5167,59.29,97,100,3.47,light rain
546,Camargo,MX,27.6667,-105.1667,94.37,14,3,16.02,clear sky
547,Morlaix,FR,48.5833,-4.0,57.25,78,0,8.05,clear sky
548,Joao Pinheiro,BR,-17.7425,-46.1725,69.67,38,100,6.71,overcast clouds
549,Ivanava,BY,52.1451,25.5365,70.63,69,99,4.43,overcast clouds
550,Yeppoon,AU,-23.1333,150.7333,62.38,83,99,8.95,overcast clouds
551,Kuching,MY,1.55,110.3333,75.42,94,20,0.0,few clouds
552,Sambava,MG,-14.2667,50.1667,69.42,76,97,12.03,overcast clouds
553,Movileni,RO,44.3667,24.65,64.58,79,15,1.54,few clouds
554,Nyuksenitsa,RU,60.4128,44.2397,60.26,96,100,4.56,overcast clouds
555,Yashkul,RU,46.1711,45.3435,79.21,50,91,12.53,overcast clouds
556,Chernaya Kholunitsa,RU,58.8511,51.7154,48.7,70,99,3.49,overcast clouds
557,Sweetwater,US,25.7634,-80.3731,86.99,75,20,5.75,few clouds
558,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.14,92,100,2.68,light rain
559,Sanandaj,IR,35.3144,46.9923,65.1,42,0,3.69,clear sky
560,Kedrovyy,RU,56.1667,91.8167,63.01,91,100,4.76,light rain
561,Narsaq,GL,60.9167,-46.05,48.42,86,100,10.47,overcast clouds
562,Jiuquan,CN,39.7432,98.5174,71.4,35,100,4.7,overcast clouds
563,Maine-Soroa,NE,13.2114,12.0241,91.94,34,39,8.32,scattered clouds
564,Abengourou,CI,6.7297,-3.4964,71.62,99,100,3.22,overcast clouds
565,Batagay,RU,67.6333,134.6333,38.55,94,100,4.97,light rain
566,Armidale,AU,-30.5167,151.65,35.71,95,37,3.29,scattered clouds
567,Kalininsk,RU,51.5,44.4758,58.5,80,1,8.59,clear sky
568,Afsin,TR,38.2477,36.914,57.42,62,15,4.12,few clouds
569,Afua,BR,-0.1567,-50.3867,78.71,82,71,1.16,broken clouds
570,Medea,DZ,36.2642,2.7539,69.15,47,78,4.12,broken clouds
571,Thinadhoo,MV,0.5333,72.9333,83.03,69,99,10.27,overcast clouds
572,Rapid Valley,US,44.0625,-103.1463,76.44,31,0,6.91,clear sky
573,Vestmannaeyjar,IS,63.4427,-20.2734,46.89,71,99,2.24,overcast clouds
574,Tomatlan,MX,19.9333,-105.25,83.95,53,100,2.68,overcast clouds
575,Ingham,US,42.6,-84.3833,82.35,40,0,17.27,clear sky
576,Amalapuram,IN,16.5833,82.0167,80.51,81,100,6.51,overcast clouds
577,Esna,EG,25.2934,32.554,86.27,19,0,12.68,clear sky
578,Palmerston,AU,-12.486,130.9833,76.98,52,0,10.36,clear sky
579,Batemans Bay,AU,-35.7167,150.1833,50.09,75,99,6.82,overcast clouds
580,Tucuma,BR,-0.1833,-50.05,78.94,84,41,1.86,scattered clouds
581,Svebolle,DK,55.6518,11.2866,69.19,90,100,6.67,overcast clouds
582,Umm Lajj,SA,25.0213,37.2685,83.05,64,0,8.12,clear sky
583,San Joaquin,US,37.9333,-121.3011,98.53,8,0,7.65,clear sky
584,Bonthe,SL,7.5264,-12.505,78.96,84,100,9.4,overcast clouds
585,Santa Maria,BR,-29.6842,-53.8069,51.1,76,20,9.22,few clouds
586,Sao Sebastiao,BR,-23.76,-45.4097,64.29,88,100,4.59,overcast clouds
587,Atasu,KZ,48.6814,71.6433,71.15,61,0,9.55,clear sky
588,Vao,NC,-22.6667,167.4833,72.93,67,97,19.53,overcast clouds
589,Acari,PE,-15.4311,-74.6158,71.49,57,85,5.48,overcast clouds
590,Kondinskoye,RU,59.6481,67.41,50.02,95,100,14.32,light rain
591,Antalaha,MG,-14.9003,50.2788,66.11,83,32,7.02,scattered clouds
592,Sandpoint,US,48.2766,-116.5533,82.65,33,4,3.0,clear sky
593,Show Low,US,34.2542,-110.0298,70.66,74,100,11.5,thunderstorm with rain
594,Dicabisagan,PH,17.0818,122.4157,78.13,88,100,4.97,moderate rain
595,Itarema,BR,-2.9248,-39.9167,77.56,85,44,8.88,scattered clouds
596,Atambua,ID,-9.1061,124.8925,71.02,88,85,4.18,overcast clouds
597,Jyvaskyla,FI,62.2415,25.7209,68.95,75,0,2.3,clear sky
598,Andenes,NO,69.3143,16.1194,57.18,82,10,2.3,clear sky
599,Aswan,EG,24.0934,32.907,87.93,16,0,13.82,clear sky
600,Turochak,RU,52.2576,87.1224,63.09,92,99,1.68,overcast clouds
601,Kirkuk,IQ,35.4681,44.3922,84.29,21,0,7.23,clear sky
602,Ibra,OM,22.6906,58.5334,89.38,49,78,4.63,broken clouds
603,Ulaanbaatar,MN,47.9077,106.8832,53.89,81,87,4.07,overcast clouds
604,Riyadh,SA,24.6877,46.7219,95.14,13,77,13.56,broken clouds
605,Yingkou,CN,40.6648,122.2283,71.37,94,100,8.81,overcast clouds
606,Ende,ID,-8.8432,121.6623,76.08,90,91,6.13,overcast clouds
607,Marawi,PH,7.9986,124.2928,68.41,93,100,4.41,overcast clouds
608,Alekseyevka,RU,50.6309,38.6903,64.67,89,8,7.85,clear sky
609,Pekalongan,ID,-6.8886,109.6753,76.01,84,100,3.49,overcast clouds
610,Cuauhtemoc,MX,28.4167,-106.8667,81.43,21,50,18.34,scattered clouds
611,Suez,EG,29.9737,32.5263,77.09,50,0,9.24,clear sky
612,Grand-Lahou,CI,5.1367,-5.0242,77.2,87,94,7.49,overcast clouds
613,Kisangani,CD,0.5167,25.2,70.93,93,16,0.92,few clouds
614,Seydi,TM,39.4816,62.9137,91.49,13,0,12.39,clear sky
615,Padang,ID,-0.9492,100.3543,77.56,80,99,3.42,overcast clouds
616,Gorontalo,ID,0.5412,123.0595,74.44,94,100,2.68,overcast clouds
617,Barranca,PE,-10.75,-77.7667,65.3,76,97,8.28,overcast clouds
618,Tazovskiy,RU,67.4667,78.7,48.25,49,100,13.8,overcast clouds
619,Grand-Santi,GF,4.25,-54.3833,76.32,90,100,3.47,overcast clouds
620,Daman,IN,20.4167,72.85,81.86,82,100,11.86,overcast clouds
621,Clonakilty,IE,51.6231,-8.8706,53.1,81,69,15.05,broken clouds
622,Howard Springs,AU,-12.497,131.047,76.91,65,71,7.72,broken clouds
623,Micheweni,TZ,-4.9667,39.8333,76.95,75,23,17.92,few clouds
624,Guapi,CO,2.5708,-77.8854,77.67,89,90,6.24,moderate rain
625,Warrington,GB,53.3925,-2.5802,61.05,66,20,21.85,few clouds
626,Ormara,PK,25.2088,64.6357,82.98,88,86,11.36,overcast clouds
627,Sibenik,HR,43.7272,15.9058,79.38,56,4,2.33,clear sky
628,Huambo,AO,-12.7761,15.7392,54.93,42,4,4.81,clear sky
629,Oistins,BB,13.0667,-59.5333,77.09,94,75,27.63,broken clouds
630,Bolotnoye,RU,55.6717,84.3981,60.48,98,30,7.67,scattered clouds
631,Sturgis,US,41.7992,-85.4192,79.05,47,0,11.5,clear sky
632,Nipawin,CA,53.3668,-104.0009,73.22,63,24,14.5,few clouds
633,Napier,NZ,-39.4833,176.9167,46.67,76,0,5.68,clear sky
634,Constitucion,CL,-35.3333,-72.4167,55.26,79,33,5.01,scattered clouds
635,Hualmay,PE,-11.0964,-77.6139,65.71,76,95,8.79,overcast clouds
636,Pudozh,RU,61.8099,36.5345,63.45,77,3,4.23,clear sky
637,Coruripe,BR,-10.1256,-36.1756,74.79,83,26,11.81,scattered clouds
638,Portland,US,45.5234,-122.6762,99.61,24,0,8.05,clear sky
639,Palmer,US,42.1584,-72.3287,91.51,46,40,12.66,scattered clouds
640,Key West,US,24.5557,-81.7826,86.0,66,100,3.44,overcast clouds
641,Astana,KZ,51.1801,71.446,64.35,63,0,13.42,clear sky
642,Kysyl-Syr,RU,63.8986,122.7617,63.12,93,92,4.43,light rain
643,Sai Buri,TH,6.7013,101.6168,77.72,88,93,2.48,overcast clouds
644,Hami,CN,42.8,93.45,81.84,23,4,4.36,clear sky
645,Wuwei,CN,37.9281,102.6414,68.14,48,100,9.62,overcast clouds
646,Artemisa,CU,22.814,-82.7561,86.27,63,70,7.9,broken clouds
647,Karakol,KG,42.4907,78.3936,59.59,48,0,4.83,clear sky
648,Irbeyskoye,RU,55.6428,95.4522,62.94,84,7,5.77,clear sky
649,Shenjiamen,CN,29.9576,122.298,75.65,95,100,24.61,overcast clouds
650,Pauini,BR,-7.7136,-66.9764,88.54,46,39,2.48,scattered clouds
651,Moron,AR,-34.6534,-58.6198,49.96,75,100,5.14,light rain
652,Lashio,MM,22.9333,97.75,67.95,98,100,1.45,overcast clouds
653,Batagay-Alyta,RU,67.8006,130.4114,34.57,91,100,3.76,light snow
654,Road Town,VG,18.4167,-64.6167,82.09,73,15,16.55,few clouds
655,Vrangel,RU,42.7297,133.0839,61.09,96,36,5.77,scattered clouds
656,Gunnedah,AU,-30.9833,150.25,43.61,89,5,4.25,clear sky
657,Massafra,IT,40.5888,17.117,83.08,50,1,1.61,clear sky
658,Hof,DE,50.3167,11.9167,70.92,62,7,1.99,clear sky
659,Zhuhai,CN,22.2769,113.5678,83.98,89,40,6.91,scattered clouds
660,Burriana,ES,39.889,-0.085,75.7,80,0,4.03,clear sky
661,Esfarayen,IR,37.0765,57.5101,83.17,20,5,6.96,clear sky
662,Dolores,AR,-36.3132,-57.6792,43.0,79,100,6.69,overcast clouds
663,Xining,CN,36.6167,101.7667,53.76,80,93,2.55,overcast clouds
664,Bandarbeyla,SO,9.4942,50.8122,78.4,81,93,32.39,overcast clouds
665,Palmas,BR,-10.2128,-48.3603,85.87,35,0,5.75,clear sky
666,Scalea,IT,39.813,15.7956,81.79,51,3,7.94,clear sky
667,Flinders,AU,-34.5833,150.8552,50.38,74,16,12.15,few clouds
668,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.61,73,100,11.7,overcast clouds
669,Maridi,SS,4.9158,29.4742,69.15,77,30,2.01,scattered clouds
670,Victor Harbor,AU,-35.5667,138.6167,46.69,75,2,3.83,clear sky
671,Camocim,BR,-2.9022,-40.8411,79.95,75,60,6.82,broken clouds
672,Morant Bay,JM,17.8815,-76.4093,83.71,70,18,10.6,few clouds
673,Shingu,JP,33.7333,135.9833,76.23,91,41,4.54,scattered clouds
674,San Jose De Sisa,PE,-6.6167,-76.6915,86.52,46,94,2.46,overcast clouds
675,Serebryansk,KZ,49.6925,83.2892,69.67,63,100,4.43,overcast clouds
676,Cestas,FR,44.7435,-0.6791,62.53,81,0,4.61,clear sky
677,Vostok,RU,46.4856,135.8833,56.05,95,38,1.88,scattered clouds
678,Huntington,US,38.4193,-82.4452,88.7,68,100,10.0,overcast clouds
679,Oranjestad,AW,12.524,-70.027,80.15,85,100,23.8,overcast clouds
680,Okhotsk,RU,59.3833,143.3,49.08,90,100,4.81,overcast clouds
681,Samba,IN,32.5667,75.1167,89.15,27,0,6.17,clear sky
682,Methoni,GR,36.8197,21.7049,76.86,73,0,5.19,clear sky
683,Banos,EC,-1.4,-78.4167,63.07,90,99,0.92,overcast clouds
684,Toribio,CO,2.9548,-76.2684,64.36,76,96,3.04,overcast clouds
685,Ajaccio,FR,42.0,8.9167,73.38,78,0,8.05,clear sky
686,Kumta,IN,14.4167,74.4,80.24,83,99,15.19,overcast clouds
687,Fairbanks,US,64.8378,-147.7164,79.02,35,40,10.36,smoke
688,Jiwani,PK,25.05,61.7417,82.31,89,29,9.51,scattered clouds
