City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
595,Itarema,BR,77.56,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
596,Atambua,ID,71.02,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
599,Aswan,EG,87.93,clear sky,24.0934,32.907,Nuba Nile
601,Kirkuk,IQ,84.29,clear sky,35.4681,44.3922,Cihad Oteli
602,Ibra,OM,89.38,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
605,Yingkou,CN,71.37,overcast clouds,40.6648,122.2283,Yingkou Juyin Junyue Hotel
606,Ende,ID,76.08,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
609,Pekalongan,ID,76.01,overcast clouds,-6.8886,109.6753,Hotel Sahid Mandarin Pekalongan
610,Cuauhtemoc,MX,81.43,scattered clouds,28.4167,-106.8667,Motel Tarahumara Inn
611,Suez,EG,77.09,clear sky,29.9737,32.5263,Green House
612,Grand-Lahou,CI,77.2,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
613,Kisangani,CD,70.93,few clouds,0.5167,25.2,Grand Ramela Hotel
615,Padang,ID,77.56,overcast clouds,-0.9492,100.3543,Mercure Padang
616,Gorontalo,ID,74.44,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
619,Grand-Santi,GF,76.32,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
620,Daman,IN,81.86,overcast clouds,20.4167,72.85,Silver Sands Beach Resort
622,Howard Springs,AU,76.91,broken clouds,-12.497,131.047,buffalo beach hostel
623,Micheweni,TZ,76.95,few clouds,-4.9667,39.8333,
624,Guapi,CO,77.67,moderate rain,2.5708,-77.8854,Hotel Emperador Guapí
626,Ormara,PK,82.98,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
627,Sibenik,HR,79.38,clear sky,43.7272,15.9058,Hotel Jadran
629,Oistins,BB,77.09,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
631,Sturgis,US,79.05,clear sky,41.7992,-85.4192,Best Western Plus Howe Inn
632,Nipawin,CA,73.22,few clouds,53.3668,-104.0009,Tobin Lake Motel
637,Coruripe,BR,74.79,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
640,Key West,US,86.0,overcast clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
643,Sai Buri,TH,77.72,overcast clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
644,Hami,CN,81.84,clear sky,42.8,93.45,Laoyutang Resort
646,Artemisa,CU,86.27,broken clouds,22.814,-82.7561,Hotel Moka
649,Shenjiamen,CN,75.65,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
650,Pauini,BR,88.54,scattered clouds,-7.7136,-66.9764,Casa do Kiwliks
654,Road Town,VG,82.09,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
